Field_1,carat,cut,cut_ord,color,clarity,clarity_ord,price
2402,0.5,Ideal,5,E,VS2,5,2090.40278747217
2403,0.41,Ideal,5,J,VS2,5,-825.575058591338
2404,1.02,Premium,4,J,SI1,3,3821.33490155093
2405,0.5,Premium,4,G,VS1,4,1986.79753683673
2406,0.66,Ideal,5,G,SI1,3,2572.49367195685
2407,0.42,Premium,4,F,VVS1,7,1998.79461024848
2408,0.3,Very Good,3,H,VS2,5,-598.051224419763
2409,1.01,Very Good,3,D,SI2,2,5077.94109893174
2410,0.7,Fair,1,G,SI2,2,957.208108066257
2411,0.45,Good,2,G,VVS1,7,1858.43850400292
2412,1.01,Ideal,5,E,VS1,4,6940.52840346915
2413,0.74,Fair,1,G,SI1,3,2266.39642857988
2414,1.45,Fair,1,J,SI2,2,5799.97353141865
2415,0.3,Ideal,5,I,SI1,3,-1569.84085897322
2416,1.62,Ideal,5,G,VS2,5,11750.9869197534
2417,0.9,Good,2,E,SI2,2,3710.17473914163
2418,0.31,Premium,4,E,VS2,5,273.960981642138
2419,1.03,Premium,4,H,I1,1,1694.80089815323
2420,0.3,Premium,4,E,VS2,5,185.086862245725
2421,0.25,Very Good,3,D,VVS2,6,660.378786867844
2422,0.31,Premium,4,E,VS1,4,591.506508422011
2423,1,Premium,4,H,SI2,2,4045.04887745234
2424,0.9,Very Good,3,D,SI2,2,4100.32578557119
2425,1,Very Good,3,H,SI1,3,4976.5593475884
2426,0.5,Very Good,3,H,SI1,3,532.853377767707
2427,1.91,Ideal,5,G,SI2,2,12728.0667535806
2428,0.5,Premium,4,F,VS1,4,2186.68634305139
2429,1.03,Ideal,5,F,SI2,2,5107.03305291084
2430,1.1,Very Good,3,I,VS1,4,6354.19709517048
2431,1.51,Ideal,5,H,SI2,2,8705.46250396762
2432,0.67,Ideal,5,F,SI2,2,1907.56475463994
2433,1.35,Fair,1,J,SI1,3,5864.92418038248
2434,1.02,Very Good,3,F,VVS2,6,7205.01478548789
2435,0.31,Very Good,3,G,VVS1,7,799.109117881356
2436,0.79,Very Good,3,J,VS2,5,2401.6265683823
2437,0.3,Ideal,5,G,VVS2,6,756.204292821526
2438,0.52,Very Good,3,G,VS1,4,2142.36440283764
2439,0.33,Very Good,3,I,VS2,5,-806.655625133259
2440,1.2,Ideal,5,F,VS2,5,8218.16271131865
2441,0.78,Premium,4,F,SI2,2,2757.34653070232
2442,0.41,Ideal,5,F,VVS2,6,1933.70841239673
2443,0.4,Premium,4,D,SI1,3,632.493031470392
2444,0.42,Ideal,5,G,VS2,5,1086.09259218372
2445,0.52,Very Good,3,G,VVS2,6,2561.42000945254
2446,0.76,Ideal,5,G,SI2,2,2507.54302299301
2447,1.11,Premium,4,D,SI2,2,5988.8636656878
2448,1.04,Ideal,5,G,VVS1,7,7436.93474390965
2449,0.41,Very Good,3,G,VVS2,6,1583.80469609199
2450,0.33,Ideal,5,H,VVS2,6,555.187177254338
2451,0.3,Ideal,5,I,SI1,3,-1569.84085897322
2452,0.32,Premium,4,G,VS2,5,69.5178609214126
2453,0.34,Good,2,H,SI1,3,-1074.04081800314
2454,0.56,Premium,4,I,VVS1,7,2100.27724292445
2455,0.7,Premium,4,F,SI2,2,2046.35357553101
2456,0.33,Premium,4,G,IF,8,1363.04180173578
2457,0.26,Premium,4,H,VVS1,7,-90.7195800652235
2458,1,Good,2,E,SI2,2,4598.91593310577
2459,0.35,Ideal,5,E,VVS1,7,1597.93774567424
2460,1.01,Premium,4,D,SI1,3,6053.81431465163
2461,2.04,Premium,4,H,SI1,3,14241.6491376073
2462,0.55,Ideal,5,H,SI2,2,173.547041911892
2463,0.26,Very Good,3,F,VS1,4,31.5261047455388
2464,0.41,Very Good,3,G,VS1,4,1164.74908947709
2465,0.41,Ideal,5,E,VVS2,6,2027.13684629922
2466,0.32,Ideal,5,I,VS1,4,-427.969307659711
2467,0.36,Ideal,5,D,VS2,5,1051.40787692371
2468,0.73,Very Good,3,E,SI2,2,2384.22299483082
2469,0.33,Premium,4,H,IF,8,895.402327979352
2470,0.72,Very Good,3,E,VVS2,6,4632.21963749796
2471,0.4,Good,2,D,SI1,3,425.403373250248
2472,1.28,Ideal,5,H,VVS1,7,9102.27413566715
2473,0.38,Ideal,5,G,VVS1,7,1571.24286374634
2474,1.24,Ideal,5,H,VS2,5,7906.13090893322
2475,1.5,Good,2,G,SI2,2,8749.30466280932
2476,1.5,Good,2,J,SI1,3,7880.20297435864
2477,2.01,Ideal,5,H,SI1,3,14102.8603167163
2478,1.1,Ideal,5,G,VS1,4,7447.07823791973
2479,0.5,Good,2,G,VS2,5,1462.16235183672
2480,1.5,Premium,4,E,SI1,3,10203.4034040746
2481,1.5,Premium,4,J,VVS2,6,9470.47155171436
2482,1.06,Ideal,5,D,VVS2,6,8009.19736806745
2483,0.56,Very Good,3,E,VVS2,6,3210.23372715534
2484,0.95,Good,2,I,SI2,2,2918.36186334739
2485,0.31,Premium,4,G,VVS1,7,821.290490673274
2486,1.05,Very Good,3,H,SI1,3,5420.92994457047
2487,2.01,Ideal,5,D,SI2,2,14115.3679486632
2488,0.31,Very Good,3,E,SI1,3,-394.798176890587
2489,0.56,Ideal,5,E,VS1,4,2941.19303063053
2490,0.3,Ideal,5,D,VS2,5,518.16316054523
2491,0.7,Ideal,5,H,VVS2,6,3843.52959492165
2492,1.5,Very Good,3,I,SI2,2,7991.34671557837
2493,0.38,Ideal,5,F,VVS1,7,1771.13166996099
2494,0.3,Very Good,3,I,SI1,3,-1719.85576906331
2495,0.71,Premium,4,D,SI2,2,2433.89888983125
2496,1,Ideal,5,G,SI1,3,5594.21373143491
2497,1.22,Premium,4,E,SI1,3,7714.92806097499
2498,1.51,Ideal,5,G,VVS2,6,11509.9727397876
2499,2.01,Ideal,5,G,SI1,3,14570.4997904727
2500,0.36,Premium,4,E,VVS2,6,1454.93271201898
2501,0.42,Ideal,5,G,VS1,4,1403.63811896359
2502,0.91,Premium,4,F,VS2,5,5512.97971152448
2503,1.29,Good,2,I,VS2,5,7540.35155149424
2504,1.01,Very Good,3,G,SI1,3,5533.07294074124
2505,1.63,Ideal,5,F,I1,1,7822.60987920731
2506,2,Good,2,G,SI1,3,14146.702475558
2507,2.53,Premium,4,H,SI1,3,18596.4809880316
2508,1.03,Fair,1,D,SI1,3,5342.30589219436
2509,0.35,Ideal,5,G,IF,8,1668.62357782678
2510,1.02,Good,2,H,SI2,2,4015.70745802503
2511,1.51,Premium,4,H,I1,1,5960.75862918109
2512,1.56,Ideal,5,F,VS1,4,11735.1765363694
2513,0.23,Very Good,3,E,VVS1,7,381.433402827185
2514,0.66,Good,2,G,VS1,4,3201.69378895921
2515,0.91,Premium,4,H,VS2,5,4845.4514315534
2516,0.31,Very Good,3,I,SI1,3,-1630.98164966689
2517,0.44,Ideal,5,F,VVS2,6,2200.33077058597
2518,0.4,Good,2,D,SI1,3,425.403373250248
2519,0.9,Very Good,3,I,SI1,3,3612.59139472152
2520,0.59,Very Good,3,G,VS1,4,2764.48323861254
2521,0.41,Ideal,5,E,VVS2,6,2027.13684629922
2522,1.01,Very Good,3,G,VS1,4,6497.19625326192
2523,0.52,Very Good,3,I,SI1,3,235.374857657797
2524,0.37,Premium,4,G,SI1,3,-132.689327837325
2525,1.51,Premium,4,F,SI1,3,10198.8490895685
2526,2.01,Very Good,3,H,SI1,3,13952.8454066262
2527,2.05,Premium,4,I,SI2,2,12901.604655173
2528,1.21,Premium,4,H,SI1,3,6865.097227705
2529,1.01,Very Good,3,H,VS1,4,6029.55677950549
2530,0.23,Good,2,E,VVS2,6,92.4795016454555
2531,1.5,Fair,1,H,I1,1,4982.62784853458
2532,0.73,Ideal,5,G,VS1,4,4158.73582025242
2533,0.73,Very Good,3,J,VS2,5,1868.38185200381
2534,0.56,Fair,1,F,SI1,3,866.55108565909
2535,0.33,Premium,4,H,VS1,4,8.29803334127064
2536,1.71,Ideal,5,G,SI1,3,11904.2762085803
2537,2.15,Ideal,5,G,SI2,2,14861.0456190945
2538,1.31,Ideal,5,F,SI1,3,8549.2002389384
2539,0.9,Good,2,F,SI1,3,4570.43814816712
2540,0.38,Ideal,5,G,VS1,4,1048.14164137794
2541,0.4,Premium,4,F,VVS1,7,1821.04637145565
2542,1.03,Very Good,3,G,VS1,4,6674.94449205475
2543,0.39,Very Good,3,J,VVS1,7,-312.69145832598
2544,0.42,Ideal,5,E,VS2,5,1379.40983230086
2545,0.58,Ideal,5,D,SI2,2,1406.36887497604
2546,1,Fair,1,E,SI2,2,3916.74893007581
2547,0.31,Very Good,3,G,VS1,4,276.007895512954
2548,1.5,Premium,4,H,SI2,2,8488.75484727303
2549,0.7,Good,2,F,VVS2,6,4176.13467937442
2550,1.5,Premium,4,I,SI1,3,8967.21993129826
2551,1.5,Very Good,3,D,SI1,3,10386.464792284
2552,1.55,Ideal,5,I,VS2,5,10186.0018513193
2553,0.33,Premium,4,G,VS1,4,475.9375070977
2554,1.23,Ideal,5,H,VS2,5,7817.25678953681
2555,0.57,Very Good,3,G,SI1,3,1622.61168729903
2556,1.72,Premium,4,F,I1,1,8494.64341647686
2557,1,Premium,4,G,VS1,4,6430.50350665742
2558,1.28,Ideal,5,G,I1,1,4512.12689411818
2559,0.38,Ideal,5,G,VS2,5,730.596114598065
2560,0.9,Very Good,3,G,SI2,2,3601.76578445272
2561,1.51,Very Good,3,G,VVS2,6,11359.9578296975
2562,0.52,Premium,4,H,SI1,3,732.782989352453
2563,0.31,Ideal,5,E,VVS1,7,1242.44126808858
2564,0.28,Very Good,3,F,VVS2,6,628.329950153264
2565,0.7,Very Good,3,E,SI1,3,3071.29247956955
2566,1.51,Very Good,3,E,VS2,5,10916.6739364199
2567,1.05,Very Good,3,G,IF,8,7739.79702548566
2568,1,Premium,4,E,VVS2,6,7142.87635338946
2569,1.51,Very Good,3,J,VVS2,6,9537.16429831886
2570,1.21,Very Good,3,H,SI1,3,6842.91585491309
2571,0.34,Ideal,5,I,VS1,4,-250.221068866884
2572,0.9,Premium,4,E,SI1,3,4870.95624028975
2573,1.3,Ideal,5,D,SI1,3,8758.9973144458
2574,0.42,Ideal,5,G,VS1,4,1403.63811896359
2575,0.74,Ideal,5,E,SI1,3,3576.8038672453
2576,1.02,Ideal,5,D,VS1,4,7234.6452838669
2577,0.3,Ideal,5,D,VS2,5,518.16316054523
2578,0.4,Very Good,3,D,VVS2,6,1993.49057781405
2579,0.3,Premium,4,D,SI1,3,-256.248162493746
2580,0.3,Ideal,5,E,VS2,5,312.920399543895
2581,2.01,Fair,1,H,SI2,2,12132.07827524
2582,1.35,Premium,4,F,VS2,5,9423.44096496669
2583,1.03,Ideal,5,F,SI2,2,5107.03305291084
2584,1.01,Good,2,D,SI1,3,5846.72465643149
2585,0.71,Very Good,3,H,VS2,5,3045.7876708332
2586,0.38,Ideal,5,F,VVS1,7,1771.13166996099
2587,0.5,Good,2,G,SI2,2,-138.107276832061
2588,0.54,Premium,4,H,VS1,4,1874.65454066596
2589,0.73,Ideal,5,F,VVS1,7,4881.72584883548
2590,1.01,Fair,1,D,SI2,2,4210.86581047356
2591,0.51,Premium,4,E,VS2,5,2051.44336957041
2592,1.01,Good,2,I,VS2,5,5051.87620839465
2593,2.03,Premium,4,J,VS1,4,13761.7442731094
2594,0.34,Ideal,5,H,VVS2,6,644.061296650752
2595,0.54,Ideal,5,F,VVS2,6,3089.07196455011
2596,0.7,Good,2,I,VS1,4,2614.3240338857
2597,1.52,Good,2,H,SI1,3,9413.10527077369
2598,0.31,Ideal,5,D,SI1,3,-39.5405057991629
2599,0.4,Very Good,3,E,VVS1,7,1892.29343256622
2600,0.5,Premium,4,D,SI1,3,1521.23422543453
2601,1.02,Very Good,3,E,SI2,2,4961.57245732682
2602,0.5,Very Good,3,H,VS1,4,1496.97669028839
2603,1.21,Very Good,3,E,SI1,3,7603.87256878666
2604,0.54,Good,2,D,VS1,4,2633.76435732072
2605,1.01,Ideal,5,H,SI1,3,5215.4483770749
2606,0.32,Ideal,5,H,VS2,5,-270.288075536847
2607,0.9,Premium,4,H,VS2,5,4756.57731215698
2608,1.5,Ideal,5,F,VVS2,6,11620.9874266058
2609,0.33,Premium,4,G,VVS1,7,999.038729466102
2610,0.5,Very Good,3,F,VS2,5,1846.9594434796
2611,0.71,Ideal,5,D,SI2,2,2561.73242712942
2612,0.72,Premium,4,H,VS2,5,3156.84316302153
2613,1.08,Very Good,3,G,SI2,2,5201.49993358816
2614,0.55,Ideal,5,E,SI1,3,1888.19559871343
2615,0.33,Premium,4,F,VS2,5,358.28078653248
2616,0.3,Very Good,3,G,VVS2,6,606.189382731437
2617,0.41,Ideal,5,E,VVS1,7,2131.18246205272
2618,0.35,Premium,4,E,SI1,3,-17.120326513013
2619,1.51,Very Good,3,H,VS1,4,10473.2627493262
2620,0.82,Good,2,J,SI1,3,1836.76285540251
2621,1.18,Premium,4,H,SI1,3,6598.47486951576
2622,0.4,Premium,4,G,VS1,4,1098.0563428726
2623,0.31,Ideal,5,H,VS2,5,-359.162194933261
2624,0.3,Premium,4,H,SI1,3,-1222.44763736865
2625,2.05,Premium,4,E,SI2,2,14137.7881279494
2626,0.7,Very Good,3,F,SI1,3,2977.86404566707
2627,0.42,Very Good,3,E,SI1,3,582.817136469966
2628,1.06,Ideal,5,H,SI2,2,4706.127131129
2629,0.29,Very Good,3,G,VVS2,6,517.315263335025
2630,0.73,Ideal,5,E,VS1,4,4452.05306036956
2631,1.03,Very Good,3,G,SI1,3,5710.82117953407
2632,0.74,Ideal,5,E,SI1,3,3576.8038672453
2633,1.18,Premium,4,E,I1,1,3788.869402973
2634,0.9,Premium,4,H,VS1,4,5074.12283893686
2635,1.41,Premium,4,G,SI1,3,9110.21908938971
2636,1.03,Ideal,5,H,VVS2,6,6776.3755350033
2637,1.02,Premium,4,D,VS2,5,6789.26621978885
2638,0.7,Ideal,5,F,SI2,2,2174.18711282918
2639,0.32,Ideal,5,F,VS2,5,397.240204434236
2640,0.43,Ideal,5,E,VVS1,7,2308.93070084555
2641,0.5,Very Good,3,E,SI2,2,340.118248713304
2642,0.28,Very Good,3,D,VVS2,6,927.001145057085
2643,0.36,Ideal,5,H,VS2,5,85.2084020488082
2644,1.51,Very Good,3,F,SI1,3,10176.6677167766
2645,0.52,Ideal,5,G,VS2,5,1974.83378614786
2646,1.05,Ideal,5,F,SI1,3,6238.47313463164
2647,0.34,Very Good,3,D,SI1,3,77.0669422999904
2648,0.4,Ideal,5,E,VS2,5,1201.66159350803
2649,2.14,Ideal,5,H,SI2,2,14304.5320259417
2650,2,Premium,4,J,VS1,4,13495.1219149202
2651,0.92,Premium,4,F,SI2,2,4001.58420225212
2652,1.55,Premium,4,D,SI2,2,9899.32491913
2653,1.04,Ideal,5,G,VS2,5,6596.28799476138
2654,1.02,Ideal,5,E,SI1,3,6065.27921034488
2655,2.01,Very Good,3,I,SI1,3,13477.6186477234
2656,1.51,Fair,1,I,VS2,5,8813.41517518538
2657,0.3,Ideal,5,F,VVS2,6,956.093099036179
2658,1.01,Ideal,5,G,VS2,5,6329.66563657213
2659,1.05,Premium,4,J,VS1,4,5052.08057226085
2660,1.22,Ideal,5,E,VVS2,6,9225.94051740873
2661,0.75,Premium,4,F,SI1,3,3444.41601544105
2662,0.44,Ideal,5,F,SI1,3,817.151851450395
2663,0.33,Ideal,5,G,VS1,4,603.77104439587
2664,0.72,Ideal,5,E,VS2,5,4045.63341419327
2665,0.81,Premium,4,E,SI2,2,3117.39732279405
2666,0.3,Ideal,5,D,SI1,3,-128.414625195576
2667,0.7,Very Good,3,E,SI1,3,3071.29247956955
2668,1.72,Premium,4,H,SI1,3,11397.6773169221
2669,1,Premium,4,F,SI1,3,5666.2690003514
2670,0.3,Very Good,3,G,SI1,3,-776.98953640414
2671,0.28,Ideal,5,H,VVS2,6,110.816580272269
2672,0.72,Very Good,3,J,VS1,4,2097.05325938727
2673,0.31,Premium,4,G,SI1,3,-665.934044215808
2674,1.54,Premium,4,I,SI2,2,8369.02456595595
2675,0.31,Ideal,5,G,SI1,3,-538.100506917638
2676,0.37,Premium,4,D,VVS2,6,1749.04959241673
2677,0.38,Ideal,5,G,VS2,5,730.596114598065
2678,0.9,Fair,1,E,I1,1,411.137398623318
2679,1,Premium,4,J,SI1,3,3643.5866627581
2680,0.33,Very Good,3,I,VVS1,7,33.9911240150168
2681,1.03,Very Good,3,J,SI2,2,2934.33580522745
2682,0.42,Very Good,3,D,SI2,2,-165.631945456671
2683,0.62,Ideal,5,G,VVS2,6,3600.17611350677
2684,0.9,Ideal,5,J,SI1,3,2882.67900609213
2685,1.18,Very Good,3,I,SI2,2,5147.37489489313
2686,0.41,Ideal,5,F,VS2,5,1197.10727900196
2687,0.25,Very Good,3,D,VVS2,6,660.378786867844
2688,0.36,Premium,4,D,SI2,2,-676.695289043236
2689,0.51,Ideal,5,E,SI2,2,579.007278199807
2690,1.19,Premium,4,G,VS2,5,7801.56624840941
2691,0.5,Premium,4,F,SI1,3,1222.56303053071
2692,0.41,Very Good,3,E,SI2,2,-459.74882585442
2693,1.5,Premium,4,F,VS2,5,10756.5527559129
2694,0.51,Very Good,3,I,SI1,3,146.500738261384
2695,0.7,Ideal,5,I,VVS1,7,3472.34845177242
2696,0.36,Ideal,5,G,SI1,3,-93.7299099355682
2697,0.77,Premium,4,E,SI1,3,3715.59268813637
2698,0.7,Good,2,F,SI2,2,1839.26391731087
2699,0.46,Ideal,5,E,SI2,2,134.636681217737
2700,0.95,Good,2,G,VVS2,6,6198.09885807011
2701,0.83,Ideal,5,G,VS1,4,5047.47701421656
2702,0.7,Very Good,3,G,VS1,4,3742.09855197309
2703,1.14,Very Good,3,G,SI2,2,5734.74464996665
2704,1.18,Good,2,D,SI2,2,6403.89284324255
2705,0.33,Ideal,5,G,VVS1,7,1126.87226676427
2706,0.23,Ideal,5,E,SI2,2,-1909.46806489978
2707,0.92,Ideal,5,E,SI2,2,4222.84617345277
2708,0.33,Ideal,5,E,SI1,3,-67.0350280076696
2709,1.05,Very Good,3,E,VVS1,7,7669.11119333312
2710,0.52,Ideal,5,F,VS2,5,2174.72259236251
2711,1.18,Premium,4,G,VS2,5,7712.692129013
2712,1.07,Premium,4,H,VS2,5,6267.43734189602
2713,1.02,Very Good,3,G,VS2,5,6268.52484587846
2714,1.52,Premium,4,G,VS1,4,11051.9577152709
2715,0.31,Ideal,5,F,VS1,4,625.911611817695
2716,1.2,Premium,4,J,SI1,3,5421.06905068637
2717,0.32,Premium,4,F,SI1,3,-377.17111860474
2718,0.7,Premium,4,H,VS2,5,2979.09492422871
2719,0.35,Ideal,5,E,VS2,5,757.290996525963
2720,0.51,Ideal,5,G,VS1,4,2203.50519353132
2721,1.05,Ideal,5,G,SI1,3,6038.58432841698
2722,0.35,Ideal,5,E,SI1,3,110.713210785157
2723,0.31,Premium,4,J,VS2,5,-1842.14978985365
2724,0.3,Ideal,5,J,IF,8,-598.540550533936
2725,0.61,Ideal,5,D,VVS2,6,4009.86199522883
2726,0.6,Premium,4,D,SI1,3,2409.97541939867
2727,0.35,Very Good,3,G,VS2,5,313.958846318735
2728,0.51,Ideal,5,G,VS1,4,2203.50519353132
2729,0.71,Ideal,5,F,VS1,4,4180.87638767425
2730,1.11,Premium,4,H,SI1,3,5976.35603374087
2731,0.33,Ideal,5,D,VVS2,6,1521.38665212924
2732,0.7,Ideal,5,E,VS2,5,3867.88517540045
2733,1.2,Ideal,5,G,VVS2,6,8754.87503849877
2734,0.31,Ideal,5,G,SI1,3,-538.100506917638
2735,0.36,Ideal,5,G,SI1,3,-93.7299099355682
2736,0.91,Very Good,3,F,SI1,3,4844.22055299176
2737,1,Very Good,3,E,VS2,5,6384.09384720277
2738,0.9,Very Good,3,E,VS1,4,5812.89818001851
2739,0.52,Premium,4,E,VVS1,7,2980.9642381151
2740,1.06,Ideal,5,G,VVS2,6,7510.63736694897
2741,0.31,Good,2,E,VS2,5,66.8713234219949
2742,0.7,Ideal,5,H,SI1,3,2460.35067578607
2743,1.23,Ideal,5,F,SI2,2,6884.51544083911
2744,0.52,Ideal,5,H,VS2,5,1507.19431239143
2745,0.31,Premium,4,F,VS2,5,180.532547739652
2746,1,Very Good,3,F,IF,8,7495.31523471824
2747,0.3,Very Good,3,I,VS1,4,-755.732456542627
2748,1.27,Ideal,5,H,SI1,3,7526.17548138166
2749,0.26,Ideal,5,H,VS1,4,-485.987265135456
2750,0.71,Premium,4,F,SI1,3,3088.9195378554
2751,0.5,Good,2,F,SI1,3,1015.47337231056
2752,0.34,Premium,4,H,VS1,4,97.172152737684
2753,1.02,Premium,4,F,VS2,5,6490.59502488503
2754,1.51,Very Good,3,G,VS1,4,10940.9022230826
2755,1.08,Very Good,3,H,VVS1,7,7174.77683764879
2756,1.16,Fair,1,H,SI2,2,4577.77812654486
2757,0.91,Very Good,3,H,VS2,5,4823.27005876148
2758,1.33,Premium,4,I,SI2,2,6502.66805863126
2759,0.92,Very Good,3,D,SI1,3,5231.76586729199
2760,0.46,Ideal,5,G,IF,8,2646.23889118733
2761,0.33,Premium,4,G,VS1,4,475.9375070977
2762,1.01,Premium,4,E,SI2,2,4894.87971072233
2763,1.04,Premium,4,D,SI2,2,5366.7448299129
2764,0.73,Ideal,5,H,VVS2,6,4110.15195311089
2765,0.42,Premium,4,G,VS2,5,958.259054885551
2766,0.46,Fair,1,I,VS1,4,-200.82183465819
2767,0.78,Fair,1,G,SI2,2,1668.20106323757
2768,1,Premium,4,F,VS2,5,6312.8467860922
2769,0.71,Ideal,5,G,IF,8,4868.09187609767
2770,0.33,Premium,4,H,VS2,5,-309.247493438603
2771,0.71,Premium,4,F,SI1,3,3088.9195378554
2772,0.91,Premium,4,F,SI2,2,3912.7100828557
2773,2.23,Premium,4,J,VS2,5,15221.6811342578
2774,0.7,Ideal,5,D,VS2,5,4073.12793640178
2775,1.13,Premium,4,J,VS1,4,5763.07352743216
2776,1.75,Ideal,5,J,VS2,5,11083.5569405281
2777,1.21,Premium,4,H,SI1,3,6865.097227705
2778,0.7,Very Good,3,F,VS2,5,3624.44183140787
2779,1.01,Good,2,F,SI1,3,5548.05346152767
2780,0.36,Ideal,5,H,VS2,5,85.2084020488082
2781,0.72,Very Good,3,E,SI2,2,2295.34887543441
2782,1.62,Very Good,3,I,VS2,5,10658.1057770041
2783,1.19,Ideal,5,F,VVS2,6,8865.88972531701
2784,1.01,Very Good,3,G,SI1,3,5533.07294074124
2785,0.7,Premium,4,D,VS1,4,4262.83992588349
2786,1.03,Ideal,5,F,VS2,5,6707.30268157961
2787,0.54,Fair,1,F,SI1,3,688.802846866261
2788,0.9,Very Good,3,F,SI2,2,3801.65459066737
2789,0.4,Ideal,5,H,IF,8,1645.35470105242
2790,0.51,Premium,4,G,VS2,5,1758.12612945328
2791,0.53,Premium,4,E,VS2,5,2229.19160836324
2792,0.5,Premium,4,E,VS2,5,1962.569250174
2793,0.36,Ideal,5,E,SI1,3,199.587330181571
2794,0.64,Good,2,D,SI1,3,2558.38223876418
2795,0.9,Ideal,5,G,VVS1,7,6192.69707235986
2796,0.35,Ideal,5,D,SI1,3,315.955971786492
2797,0.3,Good,2,G,VVS2,6,421.281097303213
2798,1,Premium,4,D,SI1,3,5964.94019525522
2799,0.59,Ideal,5,G,SI1,3,1950.37483618195
2800,0.71,Good,2,E,SI2,2,2021.56647060977
2801,0.7,Very Good,3,D,VS1,4,4240.65855309157
2802,0.31,Premium,4,I,SI1,3,-1608.80027687498
2803,1.57,Ideal,5,F,SI1,3,10859.9273432452
2804,0.9,Ideal,5,G,SI1,3,4705.47253747078
2805,0.59,Ideal,5,D,SI1,3,2448.93483730042
2806,0.26,Very Good,3,G,VS1,4,-168.362701469116
2807,0.41,Ideal,5,E,VVS2,6,2027.13684629922
2808,0.4,Very Good,3,G,VS1,4,1075.87497008068
2809,0.53,Very Good,3,E,VS2,5,2207.01023557132
2810,0.7,Ideal,5,I,SI1,3,1985.12391688333
2811,0.32,Premium,4,D,SI1,3,-78.4999237009188
2812,0.7,Good,2,F,VS1,4,3757.07907275952
2813,0.7,Very Good,3,E,VS2,5,3717.87026531036
2814,0.9,Good,2,G,SI1,3,4370.54934195246
2815,0.33,Premium,4,G,VS2,5,158.391980317827
2816,1.15,Good,2,J,SI2,2,3815.91695255619
2817,1.01,Very Good,3,E,VS2,5,6472.96796659919
2818,0.32,Ideal,5,I,IF,8,459.13498697837
2819,2.33,Very Good,3,H,SI2,2,15843.1253843835
2820,0.79,Very Good,3,I,SI1,3,2634.97608136097
2821,1.21,Ideal,5,H,SI1,3,6992.93076500318
2822,0.75,Very Good,3,G,SI1,3,3222.34583643448
2823,0.4,Ideal,5,I,SI1,3,-681.099665009081
2824,1.23,Good,2,I,VS1,4,7324.65236189563
2825,1.08,Premium,4,G,SI1,3,6177.37314930805
2826,0.28,Very Good,3,E,VS1,4,302.702777440853
2827,0.54,Very Good,3,F,VS2,5,2202.45592106525
2828,1.09,Premium,4,G,VS2,5,6912.82505444527
2829,0.28,Very Good,3,E,VVS2,6,721.75838405575
2830,1.2,Premium,4,F,SI2,2,6490.0595453517
2831,1,Ideal,5,E,SI1,3,5887.53097155205
2832,0.36,Ideal,5,G,SI1,3,-93.7299099355682
2833,0.6,Very Good,3,F,SI1,3,2089.12285170293
2834,1.71,Premium,4,H,SI1,3,11308.8031975257
2835,0.33,Ideal,5,E,VS2,5,579.542757733137
2836,0.3,Ideal,5,E,VVS1,7,1153.56714869217
2837,0.71,Ideal,5,D,SI2,2,2561.73242712942
2838,0.31,Ideal,5,G,IF,8,1313.12710024112
2839,0.32,Ideal,5,E,VVS2,6,1227.26977173149
2840,0.66,Ideal,5,H,SI1,3,2104.85419820042
2841,1.5,Good,2,D,SI2,2,9247.86466392779
2842,0.38,Premium,4,H,VS2,5,135.123103543466
2843,1.22,Premium,4,F,VS2,5,8268.07741281331
2844,1.53,Very Good,3,H,VS1,4,10651.010988119
2845,0.3,Ideal,5,H,SI1,3,-1094.61410007048
2846,1.79,Premium,4,G,VS2,5,13134.0134121942
2847,1.02,Ideal,5,I,I1,1,1258.53355715225
2848,0.3,Ideal,5,F,VVS2,6,956.093099036179
2849,0.75,Ideal,5,G,SI1,3,3372.36074652457
2850,0.54,Ideal,5,G,SI1,3,1506.00423919988
2851,0.7,Fair,1,F,SI2,2,1157.09691428091
2852,1.25,Ideal,5,H,SI1,3,7348.42724258883
2853,0.82,Ideal,5,I,SI1,3,3051.6133496403
2854,1.01,Very Good,3,F,VS2,5,6379.5395326967
2855,1.15,Very Good,3,H,SI2,2,5355.97929560663
2856,1.67,Ideal,5,F,VS2,5,12395.2463229501
2857,1.01,Very Good,3,E,VS2,5,6472.96796659919
2858,0.39,Very Good,3,E,VS2,5,962.77256402153
2859,1.22,Ideal,5,I,VS1,4,7570.70143801753
2860,1.01,Good,2,E,SI1,3,5641.48189543015
2861,2,Very Good,3,I,VS2,5,14035.3223140678
2862,0.54,Ideal,5,D,VS2,5,2651.14202605916
2863,0.9,Premium,4,J,SI1,3,2754.84546879396
2864,0.32,Very Good,3,E,SI1,3,-305.924057494172
2865,0.54,Very Good,3,F,SI1,3,1555.87813532444
2866,0.5,Premium,4,D,SI1,3,1521.23422543453
2867,1.51,Premium,4,J,VVS2,6,9559.34567111078
2868,1.01,Very Good,3,H,VS2,5,5712.01125272562
2869,0.77,Good,2,D,SI2,2,2760.05394798959
2870,0.7,Fair,1,E,SI2,2,1250.5253481834
2871,0.31,Ideal,5,E,VS2,5,401.794518940308
2872,2.18,Premium,4,J,SI2,2,13177.040908607
2873,0.3,Very Good,3,J,VS1,4,-1635.65975526211
2874,0.53,Ideal,5,D,SI1,3,1915.69012092194
2875,0.9,Very Good,3,F,SI1,3,4755.34643359534
